user_id,signup_date,loyalty_status,age,city,avg_rating_given,churned,was_referred
R00102,2023-11-01,Silver,38,Cairo,4.4,0,0
R00103,2025-02-27,Silver,23,Lagos,4.5,0,0
R00104,2024-04-22,Silver,27,Nairobi,4.2,0,0
R00105,2024-06-30,Gold,45,Cairo,4.6,0,1
R00106,2024-04-13,Bronze,39,Cairo,5.0,0,0
R00107,2025-04-04,Bronze,30,Lagos,4.5,0,0
R00108,2024-04-24,Bronze,24,Lagos,4.5,0,1
R00109,2024-10-19,Gold,46,Lagos,3.9,0,0
R00110,2024-03-12,Bronze,32,Lagos,3.9,0,1
R00111,2024-03-25,Silver,30,Cairo,4.8,0,1
R00112,2024-08-02,Silver,38,Lagos,4.2,0,0
R00113,2024-06-24,Bronze,29,Lagos,4.9,0,0
R00114,2025-02-13,Bronze,42,Cairo,4.7,0,1
R00115,2025-02-16,Bronze,40,Lagos,4.4,0,0
R00116,2024-01-19,Silver,22,Cairo,5.0,0,1
R00117,2024-04-10,Bronze,36,Lagos,4.4,0,1
R00118,2025-01-08,Silver,37,Cairo,4.5,0,0
R00119,2023-06-21,Bronze,47,Lagos,5.0,0,1
R00120,2024-06-12,Platinum,35,Cairo,4.6,0,0
R00121,2024-05-14,Bronze,35,Cairo,4.3,0,1
R00122,2023-09-17,Bronze,53,Nairobi,4.6,0,1
R00123,2024-01-03,Gold,41,Nairobi,5.0,0,0
R00124,2024-05-27,Bronze,26,Cairo,4.5,0,1
R00125,2024-03-22,Bronze,38,Lagos,4.1,0,0
R00126,2024-05-15,Bronze,41,Cairo,4.3,0,0
R00127,2023-05-26,Bronze,49,Cairo,5.0,0,0
R00128,2024-11-11,Bronze,47,Cairo,3.5,0,0
R00129,2024-03-27,Bronze,48,Cairo,4.2,0,0
R00130,2024-07-04,Bronze,29,Nairobi,4.1,0,0
R00131,2023-08-09,Bronze,34,Lagos,5.0,0,0
R00132,2024-08-24,Silver,41,Nairobi,4.9,0,0
R00133,2024-01-02,Gold,45,Cairo,5.0,0,0
R00134,2025-01-26,Bronze,43,Lagos,3.9,1,0
R00135,2024-02-06,Bronze,23,Cairo,3.6,0,0
R00136,2024-10-20,Gold,42,Lagos,4.8,0,0
R00137,2023-05-02,Bronze,60,Lagos,4.6,0,1
R00138,2023-11-25,Silver,35,Cairo,4.7,0,0
R00139,2024-12-26,Bronze,28,Cairo,4.9,0,1
R00140,2024-08-07,Silver,29,Lagos,4.1,0,0
R00141,2023-06-18,Gold,38,Cairo,5.0,0,1
R00142,2024-05-15,Bronze,37,Nairobi,4.5,0,0
R00143,2025-04-14,Bronze,28,Nairobi,4.2,0,0
R00144,2024-04-15,Gold,27,Nairobi,5.0,0,1
R00145,2024-02-08,Bronze,35,Cairo,4.3,1,0
R00146,2024-12-29,Bronze,27,Cairo,5.0,0,0
R00147,2024-03-26,Silver,42,Cairo,4.7,1,0
R00148,2024-11-29,Silver,33,Cairo,5.0,0,0
R00149,2023-12-19,Bronze,18,Cairo,5.0,0,1
R00150,2025-02-21,Silver,35,Lagos,3.9,0,1
R00151,2023-07-24,Silver,26,Nairobi,5.0,0,0
R00152,2024-07-21,Silver,36,Lagos,4.5,0,1
R00153,2023-09-04,Bronze,30,Cairo,5.0,0,0
R00154,2024-04-29,Silver,40,Lagos,4.8,0,0
R00155,2023-09-01,Platinum,49,Lagos,4.5,0,1
R00156,2025-03-10,Bronze,44,Lagos,4.9,0,0
R00157,2024-12-16,Silver,39,Lagos,4.6,1,0
R00158,2024-10-12,Bronze,41,Cairo,4.2,0,1
R00159,2024-12-14,Bronze,23,Cairo,4.5,1,1
R00160,2025-01-08,Bronze,18,Cairo,4.2,0,0
R00161,2025-03-21,Bronze,34,Lagos,4.7,1,1
R00162,2025-01-24,Gold,31,Nairobi,4.9,0,0
R00163,2024-05-09,Bronze,36,Lagos,4.6,0,0
R00164,2023-10-19,Bronze,20,Nairobi,4.0,1,1
R00165,2023-12-02,Gold,31,Cairo,3.6,0,0
R00166,2023-11-30,Bronze,39,Nairobi,4.8,0,0
R00167,2025-01-26,Bronze,28,Lagos,4.8,1,0
R00168,2023-06-16,Bronze,24,Nairobi,4.7,0,0
R00169,2023-09-01,Bronze,49,Cairo,3.9,0,0
R00170,2024-08-18,Platinum,18,Lagos,4.7,0,1
R00171,2024-12-01,Gold,38,Cairo,4.8,0,0
R00172,2024-12-08,Bronze,28,Cairo,5.0,0,0
R00173,2024-03-11,Bronze,40,Lagos,4.1,0,0
R00174,2024-11-10,Gold,18,Nairobi,4.9,0,0
R00175,2024-07-07,Gold,31,Cairo,4.0,1,0
R00176,2023-10-07,Platinum,39,Cairo,4.7,1,0
R00177,2023-06-05,Bronze,48,Lagos,4.9,0,0
R00178,2023-07-06,Bronze,18,Lagos,4.8,0,1
R00179,2024-02-28,Gold,32,Cairo,4.8,0,0
R00180,2023-09-02,Silver,24,Cairo,5.0,0,0
R00181,2025-04-12,Gold,47,Lagos,4.3,0,0
R00182,2024-12-22,Gold,22,Nairobi,3.8,0,0
R00183,2024-04-18,Bronze,36,Cairo,3.9,0,0
R00184,2025-01-17,Bronze,56,Lagos,4.3,0,0
R00185,2024-07-20,Gold,33,Cairo,4.3,0,0
R00186,2023-08-08,Platinum,48,Cairo,5.0,0,0
R00187,2023-04-27,Silver,42,Lagos,4.7,0,0
R00188,2024-05-20,Platinum,49,Nairobi,3.7,0,1
R00189,2025-03-09,Bronze,39,Lagos,4.1,0,0
R00190,2024-02-10,Bronze,25,Lagos,4.5,0,0
R00191,2023-06-10,Silver,34,Nairobi,5.0,0,1
R00192,2024-02-28,Silver,49,Lagos,5.0,0,0
R00193,2024-08-29,Bronze,37,Cairo,4.4,0,0
R00194,2025-03-16,Bronze,41,Nairobi,4.6,0,1
R00195,2024-10-30,Bronze,21,Cairo,4.6,1,1
R00196,2024-02-26,Bronze,45,Lagos,4.2,0,0
R00197,2025-02-09,Bronze,29,Lagos,4.3,0,0
R00198,2023-11-13,Bronze,18,Nairobi,4.3,0,1
R00199,2025-03-14,Bronze,27,Nairobi,4.9,0,1
R00200,2024-01-04,Bronze,27,Nairobi,3.9,0,0
R00201,2025-02-13,Bronze,34,Lagos,4.3,0,1
R00202,2025-01-04,Bronze,28,Lagos,5.0,0,0
R00203,2024-07-14,Silver,47,Nairobi,4.8,0,0
R00204,2023-06-05,Platinum,18,Lagos,4.4,0,0
R00205,2024-04-13,Silver,30,Cairo,4.7,0,1
R00206,2023-07-15,Bronze,40,Nairobi,3.7,0,0
R00207,2024-04-25,Bronze,22,Lagos,4.2,0,0
R00208,2024-04-17,Bronze,43,Cairo,4.8,0,0
R00209,2023-09-23,Bronze,39,Lagos,4.0,0,1
R00210,2024-09-02,Bronze,27,Nairobi,4.5,0,1
R00211,2023-07-22,Silver,36,Lagos,4.1,0,1
R00212,2023-05-18,Bronze,39,Lagos,4.7,0,0
R00213,2024-01-26,Bronze,27,Lagos,4.4,1,0
R00214,2025-04-25,Bronze,26,Cairo,4.5,0,0
R00215,2023-12-19,Gold,40,Lagos,4.9,0,0
R00216,2024-08-18,Silver,33,Lagos,4.1,0,0
R00217,2024-02-27,Gold,53,Cairo,4.1,0,1
R00218,2024-06-14,Bronze,26,Nairobi,4.6,0,0
R00219,2023-07-05,Bronze,26,Cairo,5.0,1,0
R00220,2024-08-10,Bronze,38,Nairobi,4.5,1,1
R00221,2023-07-31,Bronze,39,Nairobi,4.3,0,1
R00222,2023-12-19,Bronze,40,Cairo,3.5,0,1
R00223,2023-09-11,Bronze,33,Cairo,4.5,0,0
R00224,2024-03-17,Bronze,46,Lagos,4.8,0,0
R00225,2023-12-06,Silver,26,Cairo,5.0,0,0
R00226,2025-03-22,Bronze,32,Lagos,3.8,0,1
R00227,2023-07-01,Bronze,51,Lagos,5.0,0,1
R00228,2024-02-01,Bronze,38,Cairo,4.2,0,0
R00229,2023-06-29,Bronze,38,Nairobi,3.6,0,0
R00230,2023-07-03,Silver,34,Cairo,5.0,0,0
R00231,2024-05-23,Bronze,28,Nairobi,3.8,0,0
R00232,2024-06-16,Bronze,35,Cairo,4.1,0,0
R00233,2024-02-29,Bronze,32,Cairo,4.5,0,1
R00234,2023-11-20,Bronze,25,Lagos,4.6,0,0
R00235,2024-07-29,Silver,39,Lagos,4.6,0,0
R00236,2025-02-20,Silver,43,Lagos,4.9,0,0
R00237,2023-05-24,Bronze,27,Lagos,4.9,0,1
R00238,2023-07-01,Bronze,26,Lagos,4.1,0,0
R00239,2024-06-09,Bronze,48,Nairobi,4.7,0,0
R00240,2023-09-13,Bronze,36,Cairo,3.8,0,1
R00241,2023-07-27,Bronze,24,Cairo,4.1,0,0
R00242,2023-07-23,Bronze,34,Cairo,4.2,0,0
R00243,2023-08-02,Bronze,23,Cairo,4.5,0,0
R00244,2024-02-08,Bronze,33,Cairo,5.0,0,0
R00245,2025-02-10,Bronze,30,Nairobi,4.8,0,0
R00246,2024-12-14,Silver,18,Cairo,4.6,0,1
R00247,2025-02-07,Bronze,35,Lagos,4.4,1,0
R00248,2025-04-13,Gold,20,Cairo,5.0,0,0
R00249,2024-06-28,Bronze,40,Nairobi,4.0,0,0
R00250,2023-12-29,Silver,43,Lagos,4.9,0,1
R00251,2024-12-13,Gold,26,Nairobi,3.9,0,0
R00252,2024-05-17,Silver,42,Lagos,4.3,0,0
R00253,2024-02-06,Gold,25,Lagos,5.0,0,0
R00254,2024-02-23,Bronze,22,Lagos,4.7,0,1
R00255,2023-09-01,Silver,29,Lagos,5.0,0,1
R00256,2024-12-25,Bronze,42,Cairo,5.0,0,1
R00257,2024-02-16,Bronze,28,Nairobi,4.2,0,0
R00258,2024-07-01,Silver,29,Nairobi,4.4,0,1
R00259,2024-09-24,Bronze,24,Cairo,5.0,0,0
R00260,2023-12-31,Bronze,39,Lagos,3.4,0,0
R00261,2024-02-02,Bronze,47,Lagos,4.3,0,1
R00262,2024-12-16,Gold,21,Cairo,4.2,0,0
R00263,2024-07-02,Platinum,45,Cairo,4.1,0,0
R00264,2023-08-22,Silver,53,Nairobi,4.1,0,0
R00265,2023-06-02,Gold,49,Cairo,3.4,0,0
R00266,2024-01-01,Gold,38,Cairo,5.0,0,0
R00267,2024-03-03,Bronze,45,Lagos,3.7,0,0
R00268,2024-12-27,Bronze,29,Nairobi,3.6,0,0
R00269,2023-05-22,Silver,39,Cairo,3.7,0,0
R00270,2024-06-13,Bronze,18,Lagos,4.3,0,0
R00271,2025-01-20,Bronze,32,Nairobi,3.9,0,0
R00272,2025-02-23,Gold,32,Nairobi,4.3,0,0
R00273,2025-03-17,Platinum,20,Cairo,4.3,0,1
R00274,2024-11-18,Bronze,30,Nairobi,4.5,0,0
R00275,2024-01-06,Bronze,46,Cairo,4.2,0,1
R00276,2025-01-30,Bronze,34,Nairobi,3.4,0,0
R00277,2025-03-30,Bronze,49,Nairobi,4.6,0,0
R00278,2024-06-17,Platinum,34,Nairobi,5.0,0,0
R00279,2024-06-01,Silver,37,Nairobi,4.0,0,0
R00280,2024-02-27,Bronze,41,Nairobi,4.3,0,0
R00281,2023-08-07,Silver,28,Cairo,4.0,0,0
R00282,2023-06-24,Silver,26,Lagos,4.7,0,0
R00283,2023-05-12,Silver,33,Nairobi,5.0,0,1
R00284,2024-09-23,Gold,22,Cairo,4.0,0,1
R00285,2024-08-13,Bronze,41,Nairobi,4.3,0,1
R00286,2023-08-22,Bronze,37,Cairo,4.6,0,0
R00287,2024-04-18,Bronze,32,Nairobi,4.1,0,0
R00288,2024-03-12,Bronze,23,Nairobi,5.0,0,0
R00289,2024-06-13,Silver,41,Lagos,4.3,0,0
R00290,2023-09-11,Bronze,36,Lagos,4.7,0,0
R00291,2023-09-15,Gold,18,Nairobi,5.0,0,0
R00292,2024-08-29,Platinum,49,Nairobi,4.9,0,0
R00293,2024-12-20,Silver,28,Lagos,4.2,0,0
R00294,2025-03-22,Bronze,32,Cairo,4.8,0,0
R00295,2024-05-14,Bronze,18,Lagos,4.8,0,0
R00296,2024-01-12,Silver,29,Nairobi,4.5,0,0
R00297,2025-03-17,Platinum,25,Lagos,4.6,0,1
R00298,2024-10-19,Gold,30,Cairo,4.8,0,0
R00299,2023-12-10,Silver,42,Cairo,4.6,0,0
R00300,2024-02-20,Bronze,37,Cairo,4.3,0,0
R00301,2024-03-03,Platinum,22,Cairo,4.5,0,0
R00302,2024-02-09,Bronze,40,Cairo,4.7,0,0
R00303,2023-06-02,Bronze,41,Nairobi,5.0,0,0
R00304,2023-12-28,Bronze,31,Cairo,4.0,0,1
R00305,2024-02-28,Bronze,33,Cairo,4.2,0,0
R00306,2024-05-12,Silver,37,Lagos,4.5,0,0
R00307,2024-03-26,Silver,38,Lagos,4.4,0,0
R00308,2024-09-24,Bronze,30,Nairobi,4.4,0,0
R00309,2023-10-03,Platinum,37,Nairobi,3.0,0,0
R00310,2024-08-24,Bronze,28,Nairobi,4.5,0,0
R00311,2024-09-08,Gold,32,Cairo,4.2,0,0
R00312,2023-11-14,Bronze,27,Lagos,4.5,0,0
R00313,2023-06-28,Gold,24,Cairo,5.0,1,0
R00314,2025-04-04,Bronze,18,Lagos,5.0,0,0
R00315,2025-02-14,Gold,45,Cairo,4.5,0,0
R00316,2023-09-11,Bronze,37,Lagos,4.1,0,1
R00317,2023-10-04,Bronze,35,Cairo,4.5,0,1
R00318,2025-02-21,Gold,40,Nairobi,4.3,1,1
R00319,2024-03-13,Gold,42,Nairobi,3.9,0,0
R00320,2024-10-03,Bronze,41,Lagos,4.4,0,0
R00321,2024-01-16,Silver,26,Cairo,5.0,0,0
R00322,2024-10-16,Bronze,39,Nairobi,4.6,1,0
R00323,2025-04-05,Bronze,43,Nairobi,4.1,0,0
R00324,2024-11-09,Bronze,46,Cairo,5.0,0,0
R00325,2024-08-27,Gold,37,Nairobi,4.4,1,0
R00326,2025-03-07,Gold,18,Lagos,4.0,0,0
R00327,2024-08-20,Bronze,28,Nairobi,4.6,1,1
R00328,2023-05-22,Bronze,33,Cairo,4.8,0,0
R00329,2024-12-22,Silver,31,Nairobi,4.7,0,0
R00330,2025-03-15,Bronze,26,Nairobi,4.5,0,1
R00331,2023-07-21,Bronze,25,Cairo,5.0,0,0
R00332,2023-06-16,Bronze,44,Nairobi,4.4,1,1
R00333,2024-04-20,Bronze,44,Nairobi,4.7,0,0
R00334,2024-01-19,Silver,33,Nairobi,3.4,0,1
R00335,2023-07-16,Bronze,23,Nairobi,4.4,0,0
R00336,2024-02-02,Bronze,40,Lagos,4.3,0,0
R00337,2023-10-15,Bronze,32,Lagos,4.4,0,0
R00338,2024-02-16,Bronze,50,Nairobi,4.7,0,0
R00339,2023-11-06,Bronze,28,Cairo,4.7,0,0
R00340,2024-02-19,Bronze,18,Nairobi,5.0,0,1
R00341,2024-08-22,Bronze,57,Nairobi,3.7,0,0
R00342,2023-07-05,Silver,42,Nairobi,3.6,0,0
R00343,2023-11-21,Gold,29,Nairobi,4.8,0,1
R00344,2024-01-03,Silver,53,Cairo,4.5,0,1
R00345,2024-09-03,Bronze,36,Cairo,4.6,0,0
R00346,2025-04-25,Bronze,52,Nairobi,4.6,0,1
R00347,2025-02-17,Bronze,34,Nairobi,4.0,0,0
R00348,2024-05-21,Silver,18,Cairo,4.7,1,0
R00349,2024-11-18,Bronze,41,Cairo,4.5,0,0
R00350,2024-01-22,Bronze,28,Nairobi,4.9,0,1
R00351,2024-04-05,Bronze,18,Cairo,3.7,0,1
R00352,2023-07-01,Silver,45,Cairo,5.0,0,0
R00353,2024-10-10,Silver,48,Cairo,4.6,0,0
R00354,2024-07-17,Silver,28,Nairobi,4.6,0,0
R00355,2023-06-27,Silver,35,Cairo,4.3,0,1
R00356,2024-06-03,Silver,48,Nairobi,5.0,0,1
R00357,2024-04-06,Silver,29,Lagos,4.6,0,0
R00358,2024-04-20,Silver,36,Nairobi,4.8,0,1
R00359,2023-06-20,Bronze,39,Nairobi,5.0,1,0
R00360,2024-05-10,Silver,39,Lagos,4.3,1,0
R00361,2025-01-08,Bronze,41,Nairobi,5.0,0,1
R00362,2023-08-30,Silver,25,Cairo,5.0,0,1
R00363,2023-10-15,Silver,36,Nairobi,4.4,0,0
R00364,2023-06-14,Silver,41,Nairobi,4.9,0,1
R00365,2023-05-05,Silver,30,Cairo,4.5,0,0
R00366,2025-03-13,Gold,46,Nairobi,3.6,1,0
R00367,2024-11-09,Silver,37,Nairobi,4.1,0,0
R00368,2023-05-22,Silver,39,Cairo,4.7,0,0
R00369,2023-08-28,Bronze,41,Cairo,4.0,0,1
R00370,2024-01-24,Bronze,40,Cairo,5.0,0,0
R00371,2023-12-04,Bronze,33,Nairobi,4.3,0,1
R00372,2024-03-31,Bronze,31,Cairo,5.0,0,0
R00373,2024-05-23,Silver,52,Lagos,4.3,0,1
R00374,2025-04-16,Silver,34,Lagos,4.7,1,0
R00375,2024-09-05,Bronze,36,Nairobi,5.0,0,1
R00376,2024-07-12,Bronze,54,Nairobi,4.4,0,1
R00377,2023-06-26,Bronze,36,Lagos,4.7,0,0
R00378,2024-05-22,Bronze,28,Nairobi,4.4,0,0
R00379,2024-06-17,Bronze,41,Nairobi,4.3,0,0
R00380,2024-08-27,Bronze,36,Nairobi,4.0,0,1
R00381,2024-08-14,Bronze,42,Lagos,4.7,0,1
R00382,2023-05-13,Bronze,54,Nairobi,4.2,0,0
R00383,2024-01-05,Platinum,45,Lagos,4.6,1,0
R00384,2024-11-12,Bronze,35,Nairobi,4.4,0,1
R00385,2024-05-01,Silver,31,Nairobi,4.5,0,0
R00386,2023-06-12,Bronze,39,Lagos,4.2,0,1
R00387,2024-12-28,Bronze,33,Lagos,4.4,0,0
R00388,2024-12-09,Bronze,56,Nairobi,4.3,0,0
R00389,2023-05-17,Platinum,29,Lagos,4.5,0,0
R00390,2023-12-26,Bronze,42,Cairo,4.3,0,0
R00391,2023-12-24,Platinum,37,Lagos,4.1,0,1
R00392,2024-10-20,Gold,53,Nairobi,3.9,0,0
R00393,2024-02-29,Silver,18,Nairobi,5.0,0,0
R00394,2024-03-17,Platinum,42,Lagos,3.4,0,0
R00395,2023-09-02,Bronze,31,Lagos,4.6,0,1
R00396,2024-02-04,Silver,25,Cairo,4.6,0,0
R00397,2025-04-05,Bronze,36,Lagos,4.5,0,0
R00398,2023-08-23,Bronze,37,Nairobi,4.6,0,0
R00399,2024-05-05,Bronze,31,Nairobi,5.0,0,1
R00400,2023-12-16,Silver,27,Lagos,4.6,0,1
R00401,2023-06-22,Bronze,41,Cairo,5.0,0,0
R00402,2023-06-20,Silver,32,Lagos,4.2,0,0
R00403,2024-07-28,Bronze,33,Nairobi,4.6,0,0
R00404,2024-05-23,Bronze,25,Cairo,4.2,0,0
R00405,2024-04-02,Bronze,26,Lagos,4.0,0,0
R00406,2025-02-19,Bronze,32,Nairobi,4.2,0,0
R00407,2023-05-02,Silver,41,Lagos,4.1,0,0
R00408,2023-09-06,Bronze,26,Cairo,4.4,0,0
R00409,2023-10-05,Silver,27,Cairo,4.6,0,1
R00410,2024-10-27,Bronze,25,Cairo,5.0,0,0
R00411,2024-04-07,Bronze,46,Nairobi,4.4,0,0
R00412,2024-05-07,Silver,34,Nairobi,4.7,0,0
R00413,2024-12-20,Bronze,24,Cairo,4.8,0,0
R00414,2024-06-11,Gold,23,Nairobi,3.7,0,0
R00415,2023-08-26,Gold,52,Cairo,4.2,0,1
R00416,2023-10-26,Bronze,53,Cairo,3.6,0,0
R00417,2025-04-05,Platinum,36,Nairobi,5.0,0,0
R00418,2024-01-26,Bronze,33,Nairobi,4.7,0,0
R00419,2024-10-18,Bronze,55,Nairobi,4.2,0,1
R00420,2025-02-28,Bronze,48,Cairo,5.0,0,0
R00421,2023-06-25,Bronze,35,Nairobi,4.3,0,0
R00422,2024-10-04,Bronze,44,Cairo,4.0,0,0
R00423,2024-05-30,Gold,35,Nairobi,4.3,0,0
R00424,2025-01-04,Bronze,41,Cairo,4.5,0,0
R00425,2024-03-17,Silver,34,Lagos,4.0,0,1
R00426,2025-04-18,Bronze,38,Cairo,4.7,0,0
R00427,2024-04-09,Bronze,28,Lagos,4.6,0,1
R00428,2025-04-01,Bronze,52,Cairo,4.4,0,0
R00429,2023-09-05,Bronze,26,Lagos,4.6,0,1
R00430,2025-03-29,Bronze,44,Nairobi,4.1,0,0
R00431,2023-06-16,Bronze,37,Lagos,4.0,0,1
R00432,2023-09-30,Bronze,37,Cairo,3.8,0,0
R00433,2024-05-11,Gold,30,Nairobi,3.9,0,1
R00434,2023-06-15,Bronze,28,Nairobi,5.0,1,0
R00435,2025-03-23,Bronze,55,Nairobi,5.0,1,0
R00436,2023-11-30,Bronze,33,Nairobi,3.9,0,1
R00437,2023-07-21,Bronze,41,Lagos,5.0,0,0
R00438,2024-05-04,Bronze,30,Lagos,4.9,0,0
R00439,2024-05-18,Silver,50,Cairo,4.3,0,0
R00440,2024-04-29,Bronze,51,Cairo,4.2,1,0
R00441,2024-05-06,Bronze,39,Cairo,5.0,0,1
R00442,2024-04-23,Bronze,38,Lagos,4.9,0,0
R00443,2024-08-26,Silver,40,Cairo,4.3,0,0
R00444,2023-07-26,Bronze,23,Lagos,4.9,0,0
R00445,2024-10-12,Gold,18,Lagos,4.4,0,1
R00446,2023-08-05,Bronze,33,Cairo,5.0,0,0
R00447,2023-07-15,Bronze,26,Cairo,5.0,0,1
R00448,2025-02-11,Silver,34,Nairobi,3.7,1,0
